pdb|1DE9|A	XP_001351132.1	35.644	60	202	1.15e-25	104	XP_001351132.1 DNA-(apurinic or apyrimidinic site) lyase, putative [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	36.496	22	137	4.47e-09	58.9	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	34.711	22	121	1.06e-06	51.2	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349661.1	35.577	11	104	9.40e-11	63.5	XP_001349661.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349661.1	32.727	11	110	1.86e-06	50.1	XP_001349661.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	36.364	14	110	9.91e-11	64.7	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	40.000	14	95	2.94e-10	63.2	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	40.000	14	95	2.94e-10	63.2	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	35.593	14	118	1.25e-09	61.2	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	40.260	14	77	5.79e-07	52.4	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	38.889	14	90	2.43e-06	50.4	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347860.1	45.161	10	93	6.40e-10	62.0	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347860.1	42.735	10	117	2.50e-09	60.1	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347860.1	41.071	10	112	2.55e-08	57.0	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	22.043	16	186	3.75e-09	59.7	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	26.923	16	156	1.59e-08	57.4	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	30.928	16	97	1.81e-07	53.9	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	30.612	16	98	2.60e-07	53.5	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC63361.1	XP_001348452.1	35.874	28	446	4.99e-74	270	XP_001348452.1 ADP-dependent DNA helicase RecQ [Plasmodium falciparum 3D7]
AAC63361.1	XP_001352057.1	30.599	27	451	2.36e-53	199	XP_001352057.1 ATP-dependent DNA helicase Q1 [Plasmodium falciparum 3D7]
AAC63361.1	XP_001350990.2	36.429	10	140	9.48e-12	67.4	XP_001350990.2 3'-5' exonuclease, putative [Plasmodium falciparum 3D7]
AAC63361.1	XP_001351742.1	24.793	22	363	3.35e-10	63.2	XP_001351742.1 ATP-dependent RNA helicase DDX23, putative [Plasmodium falciparum 3D7]
AAC63361.1	XP_001351530.1	26.316	10	171	7.25e-10	61.2	XP_001351530.1 eukaryotic initiation factor 4A-III, putative [Plasmodium falciparum 3D7]
AAH09524.1	XP_001350391.1	35.106	99	94	4.15e-16	69.7	XP_001350391.1 26S proteasome regulatory subunit RPN11, putative [Plasmodium falciparum 3D7]
AAH10859.1	XP_002808883.1	29.352	96	494	2.00e-62	210	XP_002808883.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348868.1	20.293	83	478	2.13e-22	99.0	XP_001348868.1 protein disulfide-isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348868.1	34.021	83	97	5.38e-15	75.9	XP_001348868.1 protein disulfide-isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001352065.1	19.905	78	422	4.16e-14	72.8	XP_001352065.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348023.1	35.514	41	107	4.97e-14	72.4	XP_001348023.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348023.1	33.636	41	110	1.20e-13	71.2	XP_001348023.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001350237.1	37.179	31	78	9.49e-14	68.6	XP_001350237.1 thioredoxin-related protein, putative [Plasmodium falciparum 3D7]
AAH10859.1	XP_001350237.1	38.824	31	85	1.07e-11	62.8	XP_001350237.1 thioredoxin-related protein, putative [Plasmodium falciparum 3D7]
AAH18745.1	XP_001350976.3	50.000	21	46	5.41e-06	45.1	XP_001350976.3 ubiquitin carboxyl-terminal hydrolase 1, putative [Plasmodium falciparum 3D7]
AAH19268.2	XP_001348416.1	49.508	87	305	5.50e-103	307	XP_001348416.1 protein arginine N-methyltransferase 1 [Plasmodium falciparum 3D7]
AAH19268.2	XP_001349411.1	29.076	82	368	1.10e-34	133	XP_001349411.1 histone-arginine methyltransferase CARM1, putative [Plasmodium falciparum 3D7]
AAH30775.1	XP_001349846.1	26.271	36	354	3.39e-23	104	XP_001349846.1 M1-family alanyl aminopeptidase [Plasmodium falciparum 3D7]
AAI36467.1	XP_001347417.2	37.158	21	183	2.22e-27	119	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAI36467.1	XP_001347417.2	38.542	21	96	8.92e-15	78.2	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAI42682.1	XP_001347417.2	34.409	28	186	7.28e-23	104	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAI42682.1	XP_001347417.2	35.976	28	164	1.11e-21	100	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAN35928.1	XP_001348015.1	100.000	100	622	0.0	1302	XP_001348015.1 apical membrane antigen 1 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001350233.1	29.891	25	184	8.35e-22	101	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
ABD72211.1	XP_001350233.1	31.841	25	201	1.45e-16	84.0	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
ABD72211.1	XP_001348629.1	27.000	27	200	1.02e-21	100	XP_001348629.1 multidrug resistance protein 2 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001348629.1	30.698	27	215	1.38e-18	90.5	XP_001348629.1 multidrug resistance protein 2 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001351787.1	22.321	56	560	1.62e-18	90.5	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001351787.1	23.194	56	263	5.31e-16	82.4	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001351787.1	19.734	56	451	5.33e-10	62.8	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001351787.1	32.593	56	135	3.59e-09	60.1	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001351050.1	19.585	50	674	7.09e-17	85.5	XP_001351050.1 multidrug resistance-associated protein 1 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001351050.1	30.488	50	164	8.91e-14	75.1	XP_001351050.1 multidrug resistance-associated protein 1 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001350688.1	36.154	15	130	9.59e-16	81.6	XP_001350688.1 multidrug resistance-associated protein 2 [Plasmodium falciparum 3D7]
ABD72211.1	XP_001350688.1	33.010	15	103	7.97e-12	68.9	XP_001350688.1 multidrug resistance-associated protein 2 [Plasmodium falciparum 3D7]
ABD77215.1	XP_001350171.1	64.595	99	370	0.0	510	XP_001350171.1 isocitrate dehydrogenase [NADP], mitochondrial [Plasmodium falciparum 3D7]
ABH03417.1	XP_001349989.1	99.367	100	316	0.0	637	XP_001349989.1 L-lactate dehydrogenase [Plasmodium falciparum 3D7]
ABH03417.1	XP_001349992.1	42.997	95	307	6.88e-89	267	XP_001349992.1 lactate dehydrogenase, putative [Plasmodium falciparum 3D7]
ABH03417.1	XP_966170.1	40.391	97	307	2.76e-72	224	XP_966170.1 malate dehydrogenase [Plasmodium falciparum 3D7]
ABM67533.1	XP_001351807.1	26.984	48	315	5.83e-16	79.3	XP_001351807.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
ABM67533.1	XP_966180.1	20.128	64	467	1.76e-14	75.1	XP_966180.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
ABM67533.1	XP_966261.1	26.822	57	343	2.17e-13	71.6	XP_966261.1 acetyl-CoA synthetase, putative [Plasmodium falciparum 3D7]
ABM67533.1	XP_001350916.1	30.811	33	185	6.12e-13	70.1	XP_001350916.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
ABM67533.1	XP_001349208.1	28.141	35	199	1.77e-12	68.6	XP_001349208.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	44.099	21	161	7.44e-11	65.1	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	47.857	21	140	1.13e-10	64.7	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	42.857	21	147	1.43e-07	54.3	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	44.961	21	129	3.94e-06	49.7	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	41.436	21	181	6.42e-06	48.9	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	52.727	12	110	3.16e-10	63.2	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	52.727	12	110	3.16e-10	63.2	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	52.727	12	110	3.16e-10	63.2	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	54.000	12	100	2.75e-08	56.6	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350479.1	21.622	24	296	2.57e-08	57.0	XP_001350479.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350479.1	23.445	24	209	1.11e-07	54.7	XP_001350479.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350479.1	25.911	24	247	2.75e-07	53.5	XP_001350479.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001347860.1	41.935	9	93	1.13e-07	54.7	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001347860.1	43.478	9	92	7.85e-07	52.0	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001347860.1	44.086	9	93	3.14e-06	50.1	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001349505.1	20.158	22	253	4.22e-07	52.8	XP_001349505.1 Plasmodium exported protein (PHISTc), unknown function [Plasmodium falciparum 3D7]
BAA05005.1	XP_966180.1	23.670	55	376	1.47e-15	78.6	XP_966180.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
BAA05005.1	XP_001350782.1	25.568	54	352	9.41e-15	75.9	XP_001350782.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
BAA05005.1	XP_966261.1	25.562	59	356	5.10e-14	73.6	XP_966261.1 acetyl-CoA synthetase, putative [Plasmodium falciparum 3D7]
BAA05005.1	XP_001351807.1	23.810	51	336	3.16e-12	67.4	XP_001351807.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
BAA05005.1	XP_001350916.1	31.111	32	180	4.13e-11	63.9	XP_001350916.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
BAA25751.1	XP_001351113.1	25.581	45	215	2.52e-09	57.8	XP_001351113.1 IBR domain protein, putative [Plasmodium falciparum 3D7]
BAA25751.1	XP_001350369.1	30.556	15	72	1.34e-07	48.9	XP_001350369.1 ubiquitin-60S ribosomal protein L40 [Plasmodium falciparum 3D7]
BAA25751.1	XP_001350526.1	30.000	17	80	5.66e-07	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
BAA25751.1	XP_001350526.1	30.000	17	80	5.66e-07	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
BAA25751.1	XP_001350526.1	30.000	17	80	5.66e-07	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
BAA25751.1	XP_001350526.1	30.000	17	80	5.66e-07	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
BAA25751.1	XP_001350526.1	30.556	17	72	6.02e-07	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
BAA25751.1	XP_001349866.1	30.189	11	53	2.18e-06	43.9	XP_001349866.1 ubiquitin-like protein nedd8 homologue, putative [Plasmodium falciparum 3D7]
BAA85004.1	XP_001350502.1	26.667	14	150	3.50e-06	49.7	XP_001350502.1 telomere repeat-binding zinc finger protein [Plasmodium falciparum 3D7]
CAC24715.1	XP_001348685.1	64.381	99	977	0.0	1158	XP_001348685.1 glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase [Plasmodium falciparum 3D7]
CAD53472.1	XP_001347526.2	25.490	20	153	1.21e-07	52.4	XP_001347526.2 exported protein 3 [Plasmodium falciparum 3D7]
CAD53472.1	XP_024328905.1	41.818	14	55	4.53e-06	47.4	XP_024328905.1 WD repeat-containing protein, putative [Plasmodium falciparum 3D7]
CAD53472.1	XP_024328905.1	41.818	14	55	4.53e-06	47.4	XP_024328905.1 WD repeat-containing protein, putative [Plasmodium falciparum 3D7]
CAD53472.1	XP_024328905.1	41.818	14	55	4.53e-06	47.4	XP_024328905.1 WD repeat-containing protein, putative [Plasmodium falciparum 3D7]
CAG33322.1	XP_001350280.1	60.069	99	288	1.66e-125	358	XP_001350280.1 protein kinase 5 [Plasmodium falciparum 3D7]
CAG33322.1	XP_001351486.1	38.978	100	313	2.37e-63	210	XP_001351486.1 cdc2-related protein kinase 1 [Plasmodium falciparum 3D7]
CAG33322.1	XP_001347426.1	40.339	95	295	1.22e-61	196	XP_001347426.1 MO15-related protein kinase [Plasmodium falciparum 3D7]
CAG33322.1	XP_001348468.1	37.000	99	300	3.08e-54	187	XP_001348468.1 mitogen-activated protein kinase 1 [Plasmodium falciparum 3D7]
CAG33322.1	XP_001350099.1	35.314	99	303	3.75e-53	174	XP_001350099.1 protein kinase 6 [Plasmodium falciparum 3D7]
CAG38738.1	XP_001350171.1	64.179	97	402	0.0	551	XP_001350171.1 isocitrate dehydrogenase [NADP], mitochondrial [Plasmodium falciparum 3D7]
CAL20848.1	XP_001350185.1	23.464	65	358	3.15e-15	78.2	XP_001350185.1 DNA topoisomerase 3, putative [Plasmodium falciparum 3D7]
CAL20848.1	XP_001350185.1	23.651	65	241	1.44e-06	50.4	XP_001350185.1 DNA topoisomerase 3, putative [Plasmodium falciparum 3D7]
CAQ08732.1	XP_001352050.1	65.038	99	655	0.0	844	XP_001352050.1 heat shock protein 70 [Plasmodium falciparum 3D7]
CAQ08732.1	XP_024329068.1	62.117	99	652	0.0	812	XP_024329068.1 heat shock protein 70 [Plasmodium falciparum 3D7]
CAQ08732.1	XP_001349336.1	64.754	93	610	0.0	789	XP_001349336.1 heat shock protein 70 [Plasmodium falciparum 3D7]
CAQ08732.1	XP_001348022.1	51.876	93	613	0.0	601	XP_001348022.1 heat shock protein 70 [Plasmodium falciparum 3D7]
CAQ08732.1	XP_001349002.1	28.842	58	423	2.73e-44	168	XP_001349002.1 heat shock protein 110 [Plasmodium falciparum 3D7]
CDO16711.1	XP_001351646.1	41.121	60	107	9.50e-30	108	XP_001351646.1 single-stranded DNA-binding protein [Plasmodium falciparum 3D7]
EAW58811.1	XP_001347729.1	46.813	32	502	1.19e-132	446	XP_001347729.1 chromatin remodeling protein [Plasmodium falciparum 3D7]
EAW58811.1	XP_001349665.1	48.571	35	420	2.07e-118	411	XP_001349665.1 DEAD/DEAH box helicase, putative [Plasmodium falciparum 3D7]
EAW58811.1	XP_001349665.1	47.518	35	141	6.41e-34	141	XP_001349665.1 DEAD/DEAH box helicase, putative [Plasmodium falciparum 3D7]
EAW58811.1	XP_001347516.1	40.808	30	495	8.81e-103	364	XP_001347516.1 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium falciparum 3D7]
EAW58811.1	XP_002808863.1	40.584	30	308	1.79e-70	260	XP_002808863.1 Snf2-related CBP activator, putative [Plasmodium falciparum 3D7]
EAW58811.1	XP_002808863.1	40.361	30	166	3.10e-32	135	XP_002808863.1 Snf2-related CBP activator, putative [Plasmodium falciparum 3D7]
EAW58811.1	XP_966228.1	27.235	35	481	2.12e-34	143	XP_966228.1 SNF2 helicase, putative [Plasmodium falciparum 3D7]
EAW58811.1	XP_966228.1	44.720	35	161	2.80e-33	139	XP_966228.1 SNF2 helicase, putative [Plasmodium falciparum 3D7]
NP_000048.1	XP_001352057.1	36.943	30	471	5.81e-76	266	XP_001352057.1 ATP-dependent DNA helicase Q1 [Plasmodium falciparum 3D7]
NP_000048.1	XP_001348452.1	36.028	28	433	4.03e-67	248	XP_001348452.1 ADP-dependent DNA helicase RecQ [Plasmodium falciparum 3D7]
NP_000048.1	XP_001350668.1	27.350	8	117	1.14e-13	74.3	XP_001350668.1 DNA helicase 60 [Plasmodium falciparum 3D7]
NP_000048.1	XP_001351645.1	24.496	23	347	4.48e-12	69.3	XP_001351645.1 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium falciparum 3D7]
NP_000048.1	XP_001351278.1	27.465	10	142	1.39e-10	63.5	XP_001351278.1 ATP-dependent RNA helicase DDX6 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001350233.1	29.891	25	184	8.35e-22	101	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
NP_000483.3	XP_001350233.1	31.841	25	201	1.45e-16	84.0	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
NP_000483.3	XP_001348629.1	27.000	27	200	1.02e-21	100	XP_001348629.1 multidrug resistance protein 2 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001348629.1	30.698	27	215	1.38e-18	90.5	XP_001348629.1 multidrug resistance protein 2 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001351787.1	22.321	56	560	1.62e-18	90.5	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001351787.1	23.194	56	263	5.31e-16	82.4	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001351787.1	19.734	56	451	5.33e-10	62.8	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001351787.1	32.593	56	135	3.59e-09	60.1	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001351050.1	19.585	50	674	7.09e-17	85.5	XP_001351050.1 multidrug resistance-associated protein 1 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001351050.1	30.488	50	164	8.91e-14	75.1	XP_001351050.1 multidrug resistance-associated protein 1 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001350688.1	36.154	15	130	9.59e-16	81.6	XP_001350688.1 multidrug resistance-associated protein 2 [Plasmodium falciparum 3D7]
NP_000483.3	XP_001350688.1	33.010	15	103	7.97e-12	68.9	XP_001350688.1 multidrug resistance-associated protein 2 [Plasmodium falciparum 3D7]
NP_000851.2	XP_001352100.1	32.673	72	202	5.63e-23	94.0	XP_001352100.1 3-oxoacyl-[acyl-carrier-protein] reductase [Plasmodium falciparum 3D7]
NP_000851.2	XP_966244.1	24.658	53	146	2.88e-07	49.3	XP_966244.1 oxidoreductase, short-chain dehydrogenase family, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001351787.1	29.100	98	1433	5.13e-179	566	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_000918.2	XP_001351787.1	29.296	98	611	9.79e-62	230	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_000918.2	XP_001348629.1	44.534	60	247	8.50e-63	231	XP_001348629.1 multidrug resistance protein 2 [Plasmodium falciparum 3D7]
NP_000918.2	XP_001348629.1	31.123	60	543	3.40e-60	223	XP_001348629.1 multidrug resistance protein 2 [Plasmodium falciparum 3D7]
NP_000918.2	XP_001350233.1	37.383	34	214	2.40e-41	164	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001350233.1	34.722	34	216	2.35e-39	157	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001348133.2	30.142	38	282	2.93e-30	127	XP_001348133.2 ABC transporter B family member 3, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001348133.2	32.558	38	215	1.61e-29	125	XP_001348133.2 ABC transporter B family member 3, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001350508.1	25.918	81	490	7.83e-25	110	XP_001350508.1 ABC transporter B family member 7, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001350508.1	24.755	81	408	9.54e-20	94.0	XP_001350508.1 ABC transporter B family member 7, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001350508.1	38.983	81	118	6.52e-18	88.2	XP_001350508.1 ABC transporter B family member 7, putative [Plasmodium falciparum 3D7]
NP_000918.2	XP_001350508.1	35.484	81	124	4.15e-17	85.5	XP_001350508.1 ABC transporter B family member 7, putative [Plasmodium falciparum 3D7]
