pdb|3I06|A	XP_001348727.1	31.718	93	227	4.55e-34	125	XP_001348727.1 cysteine proteinase falcipain 1 [Plasmodium falciparum 3D7]
pdb|3I06|A	XP_001351902.1	24.889	88	225	9.68e-13	65.1	XP_001351902.1 serine repeat antigen 9 [Plasmodium falciparum 3D7]
AAA24585.1	XP_001348029.1	48.193	9	83	7.19e-17	84.3	XP_001348029.1 DNA-directed RNA polymerase I subunit RPA2, putative [Plasmodium falciparum 3D7]
AAA24585.1	XP_001350475.1	42.667	24	75	8.29e-12	67.8	XP_001350475.1 DNA-directed RNA polymerase III subunit RPC2, putative [Plasmodium falciparum 3D7]
AAA24585.1	XP_001350475.1	22.581	24	186	2.18e-08	56.6	XP_001350475.1 DNA-directed RNA polymerase III subunit RPC2, putative [Plasmodium falciparum 3D7]
AAA24585.1	XP_001349662.2	45.946	36	74	7.20e-11	64.7	XP_001349662.2 DNA-directed RNA polymerase II subunit RPB2, putative [Plasmodium falciparum 3D7]
AAA24585.1	XP_001349662.2	25.000	36	200	9.04e-09	57.8	XP_001349662.2 DNA-directed RNA polymerase II subunit RPB2, putative [Plasmodium falciparum 3D7]
AAA24585.1	XP_001349662.2	29.808	36	104	6.22e-06	48.5	XP_001349662.2 DNA-directed RNA polymerase II subunit RPB2, putative [Plasmodium falciparum 3D7]
AAA25265.1	XP_001348685.1	27.793	74	367	4.67e-41	155	XP_001348685.1 glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase [Plasmodium falciparum 3D7]
AAA29795.1	XP_001351807.1	26.984	48	315	4.68e-16	79.7	XP_001351807.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA29795.1	XP_966180.1	20.469	64	469	1.24e-14	75.5	XP_966180.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA29795.1	XP_966261.1	26.822	57	343	1.26e-13	72.4	XP_966261.1 acetyl-CoA synthetase, putative [Plasmodium falciparum 3D7]
AAA29795.1	XP_001350916.1	30.811	33	185	4.60e-13	70.5	XP_001350916.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA29795.1	XP_001349208.1	28.141	35	199	1.39e-12	68.9	XP_001349208.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA30890.1	XP_002808912.1	67.633	99	207	6.76e-102	291	XP_002808912.1 ras-related protein RAB7 [Plasmodium falciparum 3D7]
AAA30890.1	XP_001351683.1	37.186	96	199	7.96e-43	141	XP_001351683.1 ras-related protein Rab-1B [Plasmodium falciparum 3D7]
AAA30890.1	XP_001350706.1	40.854	79	164	1.29e-40	135	XP_001350706.1 ras-related protein Rab-2 [Plasmodium falciparum 3D7]
AAA30890.1	XP_001351696.1	35.323	97	201	5.02e-38	129	XP_001351696.1 ras-related protein Rab-1A [Plasmodium falciparum 3D7]
AAA30890.1	XP_001349945.1	37.423	78	163	3.91e-37	127	XP_001349945.1 ras-related protein Rab-11A [Plasmodium falciparum 3D7]
AAA62473.1	XP_001348520.1	31.522	8	92	7.31e-08	55.1	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
AAB59829.1	XP_001347450.1	23.614	40	415	2.16e-16	82.8	XP_001347450.1 DNA polymerase delta catalytic subunit [Plasmodium falciparum 3D7]
AAB59829.1	XP_001351430.1	25.130	35	386	1.13e-11	67.8	XP_001351430.1 DNA polymerase alpha catalytic subunit A [Plasmodium falciparum 3D7]
AAC35244.2	XP_024329017.1	45.509	97	501	1.67e-143	421	XP_024329017.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_002808951.1	45.509	97	501	7.85e-143	422	XP_002808951.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_001348365.1	32.842	86	475	6.25e-68	224	XP_001348365.1 glutathione reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_024329200.1	32.842	86	475	1.47e-67	224	XP_024329200.1 glutathione reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_001350716.2	28.039	95	510	4.99e-30	121	XP_001350716.2 dihydrolipoyl dehydrogenase, mitochondrial [Plasmodium falciparum 3D7]
AAC37594.1	XP_001351466.1	43.396	3	53	5.81e-08	56.2	XP_001351466.1 RING zinc finger protein, putative [Plasmodium falciparum 3D7]
AAC37594.1	XP_966256.1	34.483	3	58	5.95e-08	55.8	XP_966256.1 E3 ubiquitin-protein ligase RNF5, putative [Plasmodium falciparum 3D7]
AAC37594.1	XP_001350464.1	28.736	5	87	1.08e-07	55.5	XP_001350464.1 zinc finger protein, putative [Plasmodium falciparum 3D7]
AAC37594.1	XP_001347402.2	42.254	4	71	5.36e-07	53.1	XP_001347402.2 RING zinc finger protein, putative [Plasmodium falciparum 3D7]
AAC46381.1	XP_001351149.1	45.930	87	172	1.99e-48	160	XP_001351149.1 ATP-dependent Clp protease proteolytic subunit [Plasmodium falciparum 3D7]
AAC46381.1	XP_001348522.1	36.066	87	183	4.67e-30	109	XP_001348522.1 ATP-dependent Clp protease proteolytic subunit [Plasmodium falciparum 3D7]
AAC50996.1	XP_001351616.1	46.341	81	82	3.84e-23	84.0	XP_001351616.1 small ubiquitin-related modifier [Plasmodium falciparum 3D7]
AAC63361.1	XP_001348452.1	35.874	28	446	4.99e-74	270	XP_001348452.1 ADP-dependent DNA helicase RecQ [Plasmodium falciparum 3D7]
AAC63361.1	XP_001352057.1	30.599	27	451	2.36e-53	199	XP_001352057.1 ATP-dependent DNA helicase Q1 [Plasmodium falciparum 3D7]
AAC63361.1	XP_001350990.2	36.429	10	140	9.48e-12	67.4	XP_001350990.2 3'-5' exonuclease, putative [Plasmodium falciparum 3D7]
AAC63361.1	XP_001351742.1	24.793	22	363	3.35e-10	63.2	XP_001351742.1 ATP-dependent RNA helicase DDX23, putative [Plasmodium falciparum 3D7]
AAC63361.1	XP_001351530.1	26.316	10	171	7.25e-10	61.2	XP_001351530.1 eukaryotic initiation factor 4A-III, putative [Plasmodium falciparum 3D7]
AAC98906.1	XP_024328874.1	57.386	98	528	0.0	616	XP_024328874.1 T-complex protein 1 subunit beta [Plasmodium falciparum 3D7]
AAC98906.1	XP_001348002.1	34.432	97	546	4.52e-91	288	XP_001348002.1 T-complex protein 1 subunit alpha [Plasmodium falciparum 3D7]
AAC98906.1	XP_001351157.1	34.871	99	542	1.61e-89	283	XP_001351157.1 T-complex protein 1 subunit eta [Plasmodium falciparum 3D7]
AAC98906.1	XP_001351273.1	32.677	93	508	2.25e-78	254	XP_001351273.1 T-complex protein 1 subunit epsilon [Plasmodium falciparum 3D7]
AAC98906.1	XP_002809084.1	29.151	94	518	5.49e-69	229	XP_002809084.1 T-complex protein 1 subunit delta [Plasmodium falciparum 3D7]
AAD14062.3	XP_001348998.1	69.118	100	68	3.30e-25	94.7	XP_001348998.1 heat shock protein 90 [Plasmodium falciparum 3D7]
AAD14062.3	XP_001350620.1	59.701	99	67	2.36e-19	78.2	XP_001350620.1 endoplasmin, putative [Plasmodium falciparum 3D7]
AAD14062.3	XP_001348591.1	54.762	62	42	1.69e-11	55.8	XP_001348591.1 heat shock protein 90, putative [Plasmodium falciparum 3D7]
AAD14062.3	XP_001347859.1	30.882	100	68	1.58e-06	41.6	XP_001347859.1 heat shock protein 90, putative [Plasmodium falciparum 3D7]
AAD17299.1	XP_001348542.1	42.781	100	187	1.13e-54	170	XP_001348542.1 thioredoxin peroxidase 1 [Plasmodium falciparum 3D7]
AAD17299.1	XP_001350554.1	44.444	96	180	2.74e-52	165	XP_001350554.1 thioredoxin peroxidase 2 [Plasmodium falciparum 3D7]
AAD17299.1	XP_001349492.1	32.215	77	149	1.51e-23	91.3	XP_001349492.1 1-cys peroxiredoxin [Plasmodium falciparum 3D7]
AAD31528.1	XP_001347848.1	26.134	97	463	1.69e-38	140	XP_001347848.1 ubiquitin carboxyl-terminal hydrolase UCH54 [Plasmodium falciparum 3D7]
AAD31528.1	XP_001348750.2	21.491	66	228	2.42e-12	63.9	XP_001348750.2 ubiquitin carboxyl-terminal hydrolase isozyme L3 [Plasmodium falciparum 3D7]
AAF04852.1	XP_002808807.1	27.027	10	111	2.50e-07	53.5	XP_002808807.1 sentrin-specific protease 2, putative [Plasmodium falciparum 3D7]
AAG02439.1	XP_001348658.1	27.720	46	386	8.24e-41	153	XP_001348658.1 acetyl-CoA acetyltransferase, putative [Plasmodium falciparum 3D7]
AAH00750.4	XP_001350266.1	44.988	88	429	1.09e-131	394	XP_001350266.1 serine/threonine protein phosphatase 5 [Plasmodium falciparum 3D7]
AAH00750.4	XP_001348315.1	44.664	52	253	3.04e-68	219	XP_001348315.1 serine/threonine protein phosphatase PP1 [Plasmodium falciparum 3D7]
AAH00750.4	XP_001348398.1	37.342	62	316	1.00e-61	215	XP_001348398.1 serine/threonine protein phosphatase 7 [Plasmodium falciparum 3D7]
AAH00750.4	XP_001352147.1	41.739	47	230	6.62e-59	195	XP_001352147.1 serine/threonine protein phosphatase 4, putative [Plasmodium falciparum 3D7]
AAH00750.4	XP_001349486.1	38.079	59	302	7.99e-59	202	XP_001349486.1 serine/threonine protein phosphatase 2B catalytic subunit A [Plasmodium falciparum 3D7]
AAH02453.1	XP_024329068.1	70.388	99	645	0.0	951	XP_024329068.1 heat shock protein 70 [Plasmodium falciparum 3D7]
AAH02453.1	XP_001349336.1	73.892	95	609	0.0	937	XP_001349336.1 heat shock protein 70 [Plasmodium falciparum 3D7]
AAH02453.1	XP_001352050.1	60.000	96	615	0.0	768	XP_001352050.1 heat shock protein 70 [Plasmodium falciparum 3D7]
AAH02453.1	XP_001348022.1	49.194	95	620	0.0	574	XP_001348022.1 heat shock protein 70 [Plasmodium falciparum 3D7]
AAH02453.1	XP_001349002.1	29.639	59	415	1.38e-49	184	XP_001349002.1 heat shock protein 110 [Plasmodium falciparum 3D7]
AAH03153.1	XP_001350764.1	33.333	63	441	4.90e-60	211	XP_001350764.1 SUMO-activating enzyme subunit 2 [Plasmodium falciparum 3D7]
AAH03153.1	XP_001350655.1	25.214	61	468	9.44e-31	127	XP_001350655.1 ubiquitin-activating enzyme E1 [Plasmodium falciparum 3D7]
AAH03153.1	XP_002808851.1	31.776	33	214	7.48e-25	105	XP_002808851.1 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium falciparum 3D7]
AAH03153.1	XP_001350063.1	25.521	24	192	5.36e-09	57.8	XP_001350063.1 ubiquitin-activating enzyme [Plasmodium falciparum 3D7]
AAH03153.1	XP_001347942.1	29.412	12	85	6.96e-08	54.3	XP_001347942.1 autophagy-related protein 7, putative [Plasmodium falciparum 3D7]
AAH09524.1	XP_001350391.1	35.106	99	94	4.15e-16	69.7	XP_001350391.1 26S proteasome regulatory subunit RPN11, putative [Plasmodium falciparum 3D7]
AAH10859.1	XP_002808883.1	29.352	96	494	2.00e-62	210	XP_002808883.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348868.1	20.293	83	478	2.13e-22	99.0	XP_001348868.1 protein disulfide-isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348868.1	34.021	83	97	5.38e-15	75.9	XP_001348868.1 protein disulfide-isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001352065.1	19.905	78	422	4.16e-14	72.8	XP_001352065.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348023.1	35.514	41	107	4.97e-14	72.4	XP_001348023.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001348023.1	33.636	41	110	1.20e-13	71.2	XP_001348023.1 protein disulfide isomerase [Plasmodium falciparum 3D7]
AAH10859.1	XP_001350237.1	37.179	31	78	9.49e-14	68.6	XP_001350237.1 thioredoxin-related protein, putative [Plasmodium falciparum 3D7]
AAH10859.1	XP_001350237.1	38.824	31	85	1.07e-11	62.8	XP_001350237.1 thioredoxin-related protein, putative [Plasmodium falciparum 3D7]
AAH17351.1	XP_001349498.1	34.146	45	82	9.83e-11	61.6	XP_001349498.1 mannose-6-phosphate isomerase, putative [Plasmodium falciparum 3D7]
AAH17351.1	XP_001349498.1	34.444	45	90	2.44e-09	57.4	XP_001349498.1 mannose-6-phosphate isomerase, putative [Plasmodium falciparum 3D7]
AAH18271.1	XP_001348124.1	24.363	92	353	2.54e-26	105	XP_001348124.1 SUMO-activating enzyme subunit 1 [Plasmodium falciparum 3D7]
AAH18271.1	XP_001350655.1	29.032	49	186	5.85e-13	68.6	XP_001350655.1 ubiquitin-activating enzyme E1 [Plasmodium falciparum 3D7]
AAH18271.1	XP_001350063.1	26.415	46	159	2.03e-12	67.0	XP_001350063.1 ubiquitin-activating enzyme [Plasmodium falciparum 3D7]
AAH18271.1	XP_002809076.1	44.000	14	50	2.47e-07	50.8	XP_002809076.1 ubiquitin-activating enzyme E1, putative [Plasmodium falciparum 3D7]
AAH18271.1	XP_002808851.1	25.926	30	108	4.34e-06	46.6	XP_002808851.1 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium falciparum 3D7]
AAH18648.1	XP_001350716.2	37.897	94	504	6.59e-95	296	XP_001350716.2 dihydrolipoyl dehydrogenase, mitochondrial [Plasmodium falciparum 3D7]
AAH18648.1	XP_001349365.1	30.314	90	541	9.98e-63	215	XP_001349365.1 dihydrolipoyl dehydrogenase, apicoplast [Plasmodium falciparum 3D7]
AAH18648.1	XP_024329017.1	29.134	92	508	4.91e-39	147	XP_024329017.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAH18648.1	XP_002808951.1	29.134	92	508	8.58e-39	147	XP_002808951.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAH18648.1	XP_024329200.1	25.470	84	479	6.76e-29	118	XP_024329200.1 glutathione reductase [Plasmodium falciparum 3D7]
AAH18745.1	XP_001350976.3	50.000	21	46	5.41e-06	45.1	XP_001350976.3 ubiquitin carboxyl-terminal hydrolase 1, putative [Plasmodium falciparum 3D7]
AAH19268.2	XP_001348416.1	49.508	87	305	5.50e-103	307	XP_001348416.1 protein arginine N-methyltransferase 1 [Plasmodium falciparum 3D7]
AAH19268.2	XP_001349411.1	29.076	82	368	1.10e-34	133	XP_001349411.1 histone-arginine methyltransferase CARM1, putative [Plasmodium falciparum 3D7]
AAH32261.1	XP_002808813.1	40.000	86	80	2.98e-16	69.3	XP_002808813.1 alpha/beta hydrolase, putative [Plasmodium falciparum 3D7]
AAH32261.1	XP_024328885.1	28.571	69	63	2.93e-06	42.0	XP_024328885.1 alpha/beta hydrolase, putative [Plasmodium falciparum 3D7]
AAH66928.1	XP_001352196.1	30.233	37	86	2.01e-06	46.6	XP_001352196.1 CSTF domain-containing protein, putative [Plasmodium falciparum 3D7]
AAH66928.1	XP_001352110.1	24.719	39	89	7.06e-06	43.9	XP_001352110.1 polyadenylate-binding protein 2, putative [Plasmodium falciparum 3D7]
AAH70052.1	XP_002808713.1	24.638	41	276	2.17e-16	78.6	XP_002808713.1 NIMA related kinase 2 [Plasmodium falciparum 3D7]
AAH70052.1	XP_001347910.1	25.887	41	282	2.46e-14	75.1	XP_001347910.1 calcium-dependent protein kinase 6 [Plasmodium falciparum 3D7]
AAH70052.1	XP_001349887.1	23.669	49	338	3.57e-14	72.8	XP_001349887.1 serine/threonine protein kinase PK9 [Plasmodium falciparum 3D7]
AAH70052.1	XP_024328937.1	23.659	47	317	4.83e-14	73.6	XP_024328937.1 calcium-dependent protein kinase 2 [Plasmodium falciparum 3D7]
AAH70052.1	XP_001349078.1	25.000	42	284	5.53e-13	70.1	XP_001349078.1 calcium-dependent protein kinase 4 [Plasmodium falciparum 3D7]
AAH95408.1	XP_001347845.1	26.902	90	368	3.08e-21	93.2	XP_001347845.1 dipeptidyl aminopeptidase 1 [Plasmodium falciparum 3D7]
AAH95408.1	XP_001350862.2	25.828	75	302	7.45e-15	73.9	XP_001350862.2 dipeptidyl aminopeptidase 2 [Plasmodium falciparum 3D7]
AAH95408.1	XP_001348727.1	23.256	79	301	1.46e-14	72.8	XP_001348727.1 cysteine proteinase falcipain 1 [Plasmodium falciparum 3D7]
AAH95408.1	XP_001347836.1	24.481	68	241	1.88e-13	69.3	XP_001347836.1 cysteine proteinase falcipain 2a [Plasmodium falciparum 3D7]
AAH95408.1	XP_001347832.1	24.481	68	241	4.32e-13	68.2	XP_001347832.1 cysteine proteinase falcipain 2b [Plasmodium falciparum 3D7]
AAI08696.1	XP_001348998.1	65.557	97	601	0.0	773	XP_001348998.1 heat shock protein 90 [Plasmodium falciparum 3D7]
AAI08696.1	XP_001350620.1	40.799	93	576	7.10e-143	432	XP_001350620.1 endoplasmin, putative [Plasmodium falciparum 3D7]
AAI08696.1	XP_001348591.1	36.960	98	625	1.46e-129	400	XP_001348591.1 heat shock protein 90, putative [Plasmodium falciparum 3D7]
AAI08696.1	XP_001347859.1	31.481	90	324	2.79e-43	164	XP_001347859.1 heat shock protein 90, putative [Plasmodium falciparum 3D7]
AAI08696.1	XP_001347859.1	32.714	90	269	2.19e-39	152	XP_001347859.1 heat shock protein 90, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_966179.2	65.580	92	767	0.0	1043	XP_966179.2 cell division cycle protein 48 homologue, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349023.1	54.094	91	342	4.56e-120	389	XP_001349023.1 AAA family ATPase, CDC48 subfamily [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349023.1	46.377	91	414	4.40e-119	387	XP_001349023.1 AAA family ATPase, CDC48 subfamily [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349023.1	43.290	91	231	1.04e-55	206	XP_001349023.1 AAA family ATPase, CDC48 subfamily [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349023.1	40.343	91	233	3.23e-53	199	XP_001349023.1 AAA family ATPase, CDC48 subfamily [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349382.2	49.367	60	237	6.43e-71	252	XP_001349382.2 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349382.2	40.625	60	256	1.22e-52	197	XP_001349382.2 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349382.2	21.983	60	232	4.03e-08	55.5	XP_001349382.2 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001349382.2	25.287	60	174	3.18e-07	52.4	XP_001349382.2 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001348299.1	50.000	55	208	1.79e-65	236	XP_001348299.1 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001348299.1	41.837	55	196	1.64e-45	175	XP_001348299.1 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001348299.1	30.594	55	219	1.93e-22	102	XP_001348299.1 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001348299.1	24.242	55	264	9.93e-17	83.6	XP_001348299.1 AAA family ATPase, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001347366.2	48.684	63	228	8.85e-64	219	XP_001347366.2 26S protease regulatory subunit 4, putative [Plasmodium falciparum 3D7]
AAI21795.1	XP_001347366.2	34.472	63	322	3.52e-56	198	XP_001347366.2 26S protease regulatory subunit 4, putative [Plasmodium falciparum 3D7]
AAI29989.1	XP_002808807.1	29.565	10	115	2.94e-07	53.1	XP_002808807.1 sentrin-specific protease 2, putative [Plasmodium falciparum 3D7]
AAI36467.1	XP_001347417.2	37.158	21	183	2.22e-27	119	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAI36467.1	XP_001347417.2	38.542	21	96	8.92e-15	78.2	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAI36532.1	XP_001349258.1	29.560	49	159	2.00e-19	89.4	XP_001349258.1 receptor for activated c kinase [Plasmodium falciparum 3D7]
AAI36532.1	XP_001349258.1	24.765	49	319	7.24e-14	72.8	XP_001349258.1 receptor for activated c kinase [Plasmodium falciparum 3D7]
AAI36532.1	XP_001349258.1	26.432	49	227	1.07e-11	65.9	XP_001349258.1 receptor for activated c kinase [Plasmodium falciparum 3D7]
AAI36532.1	XP_001349258.1	23.045	49	243	9.63e-08	53.9	XP_001349258.1 receptor for activated c kinase [Plasmodium falciparum 3D7]
AAI36532.1	XP_001348138.1	19.797	52	591	3.01e-15	79.0	XP_001348138.1 ribosome assembly protein 4, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_001348138.1	29.167	52	192	2.32e-08	56.6	XP_001348138.1 ribosome assembly protein 4, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_001348138.1	21.366	52	454	1.07e-06	51.2	XP_001348138.1 ribosome assembly protein 4, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_001348138.1	35.135	52	74	2.39e-06	50.1	XP_001348138.1 ribosome assembly protein 4, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_001351933.1	26.136	14	176	2.46e-14	76.6	XP_001351933.1 coatomer subunit beta, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_001347545.1	26.616	37	263	2.98e-14	75.9	XP_001347545.1 cell division cycle protein 20 homolog, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_001347545.1	29.586	37	169	7.54e-10	61.6	XP_001347545.1 cell division cycle protein 20 homolog, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_001347545.1	30.675	37	163	1.84e-09	60.1	XP_001347545.1 cell division cycle protein 20 homolog, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_024328945.1	22.744	46	277	4.72e-14	75.1	XP_024328945.1 WD repeat-containing protein, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_024328945.1	23.390	46	295	8.58e-11	64.7	XP_024328945.1 WD repeat-containing protein, putative [Plasmodium falciparum 3D7]
AAI36532.1	XP_024328945.1	24.481	46	241	1.70e-07	53.9	XP_024328945.1 WD repeat-containing protein, putative [Plasmodium falciparum 3D7]
AAI42682.1	XP_001347417.2	34.409	28	186	7.28e-23	104	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAI42682.1	XP_001347417.2	35.976	28	164	1.11e-21	100	XP_001347417.2 phosphoinositide-specific phospholipase C [Plasmodium falciparum 3D7]
AAI51237.1	XP_002808828.1	24.648	18	142	1.87e-08	56.2	XP_002808828.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAK85233.1	XP_024329017.1	46.758	82	509	4.18e-153	449	XP_024329017.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAK85233.1	XP_002808951.1	46.758	82	509	5.16e-153	452	XP_002808951.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAK85233.1	XP_001348365.1	35.125	79	521	8.11e-79	256	XP_001348365.1 glutathione reductase [Plasmodium falciparum 3D7]
AAK85233.1	XP_024329200.1	35.125	79	521	1.51e-78	256	XP_024329200.1 glutathione reductase [Plasmodium falciparum 3D7]
AAK85233.1	XP_001349365.1	24.823	81	564	8.22e-24	104	XP_001349365.1 dihydrolipoyl dehydrogenase, apicoplast [Plasmodium falciparum 3D7]
AAN35928.1	XP_001348015.1	100.000	100	622	0.0	1302	XP_001348015.1 apical membrane antigen 1 [Plasmodium falciparum 3D7]
AAR95677.1	XP_966120.2	22.222	3	180	4.12e-06	51.6	XP_966120.2 rhoptry protein ROP14 [Plasmodium falciparum 3D7]
ABD77215.1	XP_001350171.1	64.595	99	370	0.0	510	XP_001350171.1 isocitrate dehydrogenase [NADP], mitochondrial [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	44.099	21	161	7.44e-11	65.1	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	47.857	21	140	1.13e-10	64.7	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	42.857	21	147	1.43e-07	54.3	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	44.961	21	129	3.94e-06	49.7	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350083.1	41.436	21	181	6.42e-06	48.9	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	52.727	12	110	3.16e-10	63.2	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	52.727	12	110	3.16e-10	63.2	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	52.727	12	110	3.16e-10	63.2	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_002808642.2	54.000	12	100	2.75e-08	56.6	XP_002808642.2 NYN domain-containing protein, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350479.1	21.622	24	296	2.57e-08	57.0	XP_001350479.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350479.1	23.445	24	209	1.11e-07	54.7	XP_001350479.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001350479.1	25.911	24	247	2.75e-07	53.5	XP_001350479.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001347860.1	41.935	9	93	1.13e-07	54.7	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
ADQ57959.1	XP_001347860.1	43.478	9	92	7.85e-07	52.0	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
